index,coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
1052,positive,yes,GypsyGoneGrunge,0,Yip. Commence hysterical sobbing now. #coachella2015 #lineup #awesome  #icanteven #meh #fomo http://t.co/CVgorjJHmM,,1/6/15 15:08,5.52603e+17,"Cape Town, South Africa",
1053,positive,yes,DekoundGeschenk,0,http://t.co/HZHNMl00K2 http://t.co/A8Kcu1ZwXZÛ @coachella thanks @HungerMagazine for making us #hungryforcoachella #Coachella2015 #lineup,,1/6/15 15:07,5.52602e+17,,Bern
1054,positive,yes,LohiaPavan,1,RT @Moe_Kwatra: It's alright #coachella2015 http://t.co/9JGbSfqm1B,,1/6/15 15:06,5.52602e+17,Orange County,
1055,positive,yes,CannibalSense,1,west coast woodstock aka @coachella countdown begins. #Coachella2015 #CaliLife http://t.co/zFJJi0p9VX,,1/6/15 15:06,5.52602e+17,russian-bred san diegan.,Eastern Time (US & Canada)
1056,positive,yes,SoKatChan,0,@KygoMusic Super excited to see you too! Can't wait to dance to some tropical house in the desert. #Coachella2015 #Firestone,,1/6/15 15:05,5.52602e+17,"San Francisco, CA",Pacific Time (US & Canada)
1057,positive,yes,H0llySutherland,0,Drakes headlining #Coachella2015  and the weeknd gonna be there too.. Someone want to come to Cali for the summer?,,1/6/15 15:04,5.52602e+17,Scotland,Casablanca
1058,positive,yes,carter_chapman_,0,The #Coachella2015 line up is so solid.,,1/6/15 15:04,5.52602e+17,            Oxford,Eastern Time (US & Canada)
1059,positive,yes,drunkcollegekid,0,So excited to see #drake at #Coachella2015 I really hope he plays Started From the Bottom that song would be so cool to see live #sarcasm,,1/6/15 15:03,5.52601e+17,Los Angeles,Arizona
1060,positive,yes,HannChizzle,1,I'm hyperventilating #Coachella2015 http://t.co/FbRYRastz8,,1/6/15 15:02,5.52601e+17,Louisiana ,Eastern Time (US & Canada)
1061,positive,yes,CamUncensored,7,"RT @ThatDudeProtege: Idk why y'all are complaining, this is a great lineup. #Coachella2015 http://t.co/72fSwqxnA8",,1/6/15 15:02,5.52601e+17,,Pacific Time (US & Canada)
1062,positive,yes,pegzkane,0,That Coachella line-up is actually too good! #Coachella2015,,1/6/15 15:01,5.52601e+17,"Bray, Ireland",Dublin
1063,positive,yes,MicheKen,0,A must this year @coachella #UnrealLineUp #LottoTomorrow #Coachella2015,,1/6/15 15:01,5.52601e+17,,
1064,positive,yes,Robsteneternity,0,"@coachella This year has some greats, not all greats. But who knows I most likely fall in love with a new band/singer #Coachella2015",,1/6/15 15:00,5.52601e+17,Dreamland,
1065,positive,yes,ChecheVeliz,0,#FKATwigs and #stromae are only the tip of the iceberg! #Coachella2015,,1/6/15 15:00,5.52601e+17,Sonora,Alaska
1066,positive,yes,jbalagot94,1,RT @charliejbull: Want to go to #Coachella2015 _Ù÷Õ,,1/6/15 14:59,5.526e+17,,
1067,positive,yes,Pallethechu,0,It's probably every artists dream to be on a poster in size 22 font #Coachella2015,,1/6/15 14:59,5.526e+17,,Central Time (US & Canada)
1068,positive,yes,SashaLane,0,omg #Coachella2015 - can't wait! http://t.co/APoAZ24tyB,,1/6/15 14:59,5.526e+17,New York City,Central Time (US & Canada)
1069,positive,yes,miss_vee28,0,COACHELLA could not be here soon enough!! This lineup is INCREDIBLE!!!!_Ù÷_Ù÷_Ù÷_Ù÷ #coachella2015 #cantwait http://t.co/KP20RA9IWN,,1/6/15 14:58,5.526e+17,LA,
1070,positive,yes,Dekashoko,1,have a song from one of my favourite bands. i would go to #Coachella2015 and brave the hipsters just for them. https://t.co/Goi0zWvhfJ,,1/6/15 14:58,5.526e+17,England,London
1071,positive,yes,jessicakleigh,0,#bucketlist #Coachella2015 NEED TO DO THIS!,,1/6/15 14:58,5.526e+17,Essexian,London
1072,positive,yes,namaas_tay,0,Would be worth it just to see AC/DC live  #Coachella2015,,1/6/15 14:57,5.526e+17,Minnesota,
1073,positive,yes,GabiKantarovich,0,So happy I bought my @coachella weekend 2 passes_Ù÷__ü_ü_ü #Coachella2015 #Coachella #presale #ThankYou,,1/6/15 14:57,5.526e+17,,
1074,positive,yes,dance4u91,0,im trynna break my Coachella virginity #Coachella2015,,1/6/15 14:56,5.526e+17,where the wild things are,
1075,positive,yes,stheart,6,"What does The Weeknd, Jack White, Circa Survive, Lykke Li, Ratatat, &amp; Brand New have in common? Awesomeness at #Coachella2015",,1/6/15 14:56,5.526e+17,DETROIT,Central Time (US & Canada)
1076,positive,yes,MarkReardonKMOX,1,OK music fans...the #Coachella2015 lineup is out! http://t.co/xLU20Ky9Pl,,1/6/15 14:55,5.52599e+17,"St. Louis, MO",Central Time (US & Canada)
1077,positive,yes,Caramshall,0,"Steely Dan and AC/DC at #Coachella2015. Showing my age, but this is a f***ing awesome line up",,1/6/15 14:55,5.52599e+17,London,Hawaii
1078,positive,yes,andrewbucket,0,Craig t nelsons gonna headline !!! #Coachella2015 http://t.co/OEdvhUQreo,,1/6/15 14:54,5.52599e+17,,Central Time (US & Canada)
1079,positive,yes,Erikaddiction,0,omggggggg i'm so happy for @LosRakas #Coachella2015,,1/6/15 14:54,5.52599e+17,In your stomach. ,Paris
1080,positive,yes,Corinnaabobina,0,CAN IT BE TOMORROW SO I CAN JUST BUY THIS TICKET @anissaadame my heart can't take it!!! #Coachella2015,,1/6/15 14:54,5.52599e+17,,Central Time (US & Canada)
1081,positive,yes,ThatEricSamayoa,0,Photo: 3 years strong! I canÛªt wait for this itÛªs gonna be amazing!!!! #Coachella2015 #CampGrime... http://t.co/wJ1kTG7BKW,,1/6/15 14:53,5.52599e+17,"San Leandro, CA",Pacific Time (US & Canada)
1082,positive,yes,ThatEricSamayoa,0,3 years strong! I can't wait for this it's gonna be amazing!!!! #Coachella2015 #CampGrime #WhereAreYou http://t.co/Hzj0k5K7yo,,1/6/15 14:53,5.52599e+17,"San Leandro, CA",Pacific Time (US & Canada)
1083,positive,yes,evy10navarro,0,Never been a crazy Coachella fan but this lineup is fuckjng incredible _Ù÷Ç_Ù÷Ç_Ù÷Ç_Ù÷Ç my fucking birthday weekend !!! #weeknd #kaskade #coachella2015,,1/6/15 14:53,5.52599e+17,,
1084,positive,yes,Killuminati400,0,Coachella fest this year gonna have Drake and The Weeknd _ÙÔÎ glad I'm working it again this year #Coachella2015 #TopFlightSecurityOfTheWorld,,1/6/15 14:52,5.52599e+17,"LA/PD,CA",Pacific Time (US & Canada)
1085,positive,yes,GraybieBaybie,0,Super excited abt @FKAtwigs !!! #Coachella2015,,1/6/15 14:52,5.52599e+17,,
1086,positive,yes,adriaanvillaa4,0,"""We already got spring 2015 poppin""_ÙÎ« 
#Drake #CoachellaFest #Coachella2015",,1/6/15 14:52,5.52599e+17,÷  Cali Livin ÷ ,Central Time (US & Canada)
1087,positive,yes,GABE_02,2,RT @Francineeee_: I'll be 21 this time around for #Coachella2015 _Ù÷,,1/6/15 14:52,5.52599e+17,,Alaska
1088,positive,yes,Br1DgetD,0,OH MY GOD @george_ezra IS PLAYING COACHELLA????!!!!!!????? YESSSSSSSS!!!!! i cant go. BOT OMG YAY THAT IS SO EXCITING!! &lt;3 &lt;3 #Coachella2015,,1/6/15 14:51,5.52598e+17,,
1089,positive,yes,jayv1974,0,#Coachella2015 is this a festival full of Basketball Coaches?,,1/6/15 14:51,5.52598e+17,Poughkeepsie NY,Eastern Time (US & Canada)
1090,positive,yes,_TeresaYvonnee,0,Screw EDC take me to COACHELLA_Ù÷__ÙªÎ #coachella2015 #cali http://t.co/WlZ53r7HF6,,1/6/15 14:51,5.52598e+17,,Mountain Time (US & Canada)
1091,positive,yes,BrevesAuFeminin,1,"#Repost @kenzasmg 

One day i'll go ! 
#coachella #coachella2015 coachella http://t.co/fL9MyFfdQs",,1/6/15 14:50,5.52598e+17,Nantes,
1092,positive,yes,DanOVegas,0,"With #ACDC and #SteelyDan playing #Coachella, #Vegas anxiously awaits the usual Sin City overflow show!
@acdc @SteelyDanSays #Coachella2015",,1/6/15 14:50,5.52598e+17,"Las Vegas, NV ",Pacific Time (US & Canada)
1093,positive,yes,BryceParker_,0,Once I saw @FLOSSTRADAMUS and @keysnkrates I was sold #Coachella2015,,1/6/15 14:49,5.52598e+17,"Appleton, Wisconsin",Eastern Time (US & Canada)
1094,positive,yes,Malakx3,0,#Coachella2015 Lineup _Ù÷_Ù÷ http://t.co/NeAvyHfUR0,,1/6/15 14:48,5.52598e+17,Tomorrowland,Quito
1095,positive,yes,CrimsonThi9hs,0,"Steely Dan at Coachella?! Move over AC/DC, give me some jazz rock. #Coachella2015",,1/6/15 14:47,5.52597e+17,Newfoundland,Atlantic Time (Canada)
1096,positive,yes,raphaelphoto,1,RT @JackieJohnsonLA: #JackWhite &amp; @Hozier playing @coachella same day?! Not sure if I can handle that much awesomeness in one day. So excitÛ_,,1/6/15 14:47,5.52597e+17,SoCal,Pacific Time (US & Canada)
1097,positive,yes,niggaaroachh,0,"Interpol, I'm going for Interpol... #Coachella2015",,1/6/15 14:47,5.52597e+17,LA,
1098,positive,yes,LionelKitt,1,"RT @Mhuky: Even if you're written in small font, the fact that you're on the #Coachella2015 list must be _ÙÔÎ",,1/6/15 14:47,5.52597e+17,The crucible of a Phoenix,Harare
1099,positive,yes,HeatherBodkin,0,@TheRyanAdams I love turning people on to your music for the past 15 years #thankyou see you at #Coachella2015,,1/6/15 14:47,5.52597e+17,Philadelphia,Atlantic Time (Canada)
1100,positive,yes,BrizzSquad,0,@Bailey_Taylorr @mariahpickett solid line up #Coachella2015,,1/6/15 14:47,5.52597e+17,,Pacific Time (US & Canada)
1101,positive,yes,kimolah,1,"sooo whose coming w me to Indio, California ?? _Ù÷©_Ù÷© #Coachella2015 http://t.co/0hrpPGyOxP","[40.90426654, -75.03469879]",1/6/15 14:47,5.52597e+17,,Atlantic Time (Canada)
1102,positive,yes,garbagegal2000,1,RT @Mher13: Coachella sounds like a perfect way to spend my refund. #collegefession  #nbd #Coachella2015,,1/6/15 14:46,5.52597e+17,tx|shsu ,Eastern Time (US & Canada)
1103,positive,yes,daniicastillo13,0,This lineup is beautiful _ÙÕ÷_ÙÎö_ÙÓü_ÙÓ¦_ÙÓü_Ù÷ #Coachella2015 http://t.co/D4AVbdkWIS,,1/6/15 14:46,5.52597e+17,#TexasEDMFamily IDFWUUUUU,
1104,positive,yes,SimonCollins74,0,@acdc Ride @tameimpala @st_vincent and @SteelyDanSays on eclectic bill for #Coachella2015 - odd but good.,,1/6/15 14:44,5.52597e+17,"Perth, Australia",Perth
1105,positive,yes,sjkwok89,0,Hyperventilating slightly!!! Who wants to come to COACHELLA with me?! #coachella2015 #CaliforniaÛ_ http://t.co/1qmZXvBg7B,,1/6/15 14:43,5.52596e+17,Singapore,
1106,positive,yes,gixxergirl21,0,I want to go to coachella! Even if the only people I recognize on the lineup are Drake &amp; David Guetta lol #coachella #coachella2015 _Ù÷__Ù÷,"[0.0, 0.0]",1/6/15 14:43,5.52596e+17,"Tampa, Fl",Atlantic Time (Canada)
1107,positive,yes,AishaAdventures,0,Steely Dan AND AC/DC tho... Be still my #fangirling heart #Coachella2015,"[0.0, 0.0]",1/6/15 14:43,5.52596e+17,the Question Lab,Mountain Time (US & Canada)
1108,positive,yes,simplimiss,0,says; 93 days till #coachella2015 #jheeezeeeee #turnup,,1/6/15 14:42,5.52596e+17,,
1109,positive,yes,mattdotjpeg,0,@awonderdj CONGRATS ON #Coachella2015!,,1/6/15 14:42,5.52596e+17,,
1110,positive,yes,murphykailee,0,I would do anything to go to #Coachella2015 _Ù÷©_Ù÷©_Ù÷©_Ù÷©,,1/6/15 14:42,5.52596e+17,,Eastern Time (US & Canada)
1111,positive,yes,ValeriDodds,0,I just want to go to #Coachella2015 _Ù÷_Ù÷__Ù÷_,,1/6/15 14:41,5.52596e+17,topeka Ïöü los angeles ,
1112,positive,yes,Malakx3,0,Just found out that Axwell^Ingrosso are in the #Coachella2015 lineup @NadiaRx _Ù÷± http://t.co/NkQWPXZS9D,,1/6/15 14:40,5.52596e+17,Tomorrowland,Quito
1113,positive,yes,TyeLeSueur,0,I can't wait to be the desert again _Ù_Û_ÙÎµ #Coachella2015,,1/6/15 14:40,5.52596e+17,,Pacific Time (US & Canada)
1114,positive,yes,LennonBilly,0,Oh my lord! #Coachella2015 is going to be amazing!,,1/6/15 14:39,5.52595e+17,,
1115,positive,yes,bgeerz,0,I really want to go to #Coachella2015 but I really don't want to dress like a god damn moron for a weekend. #conundrums,,1/6/15 14:39,5.52595e+17,A Studebaker ,Quito
1116,positive,yes,LATFUSA,1,#MUSIC lovers. @coachella 2015 LINEUP IS HERE: http://t.co/ipHNqHCiBA @Drake @LykkeLi @acdc @Hozier &amp; so many more! #Coachella2015,,1/6/15 14:39,5.52595e+17,"Los Angeles, CA",Pacific Time (US & Canada)
1117,positive,yes,nataly_andria,0,Okay!! Really Need to plan the trip to #Coachella2015 this year!! Who's in?! Wanna see @ISO50 #MusicFestivals http://t.co/HVq363E7oT,,1/6/15 14:38,5.52595e+17,instagram: @nataly_andria,Greenland
1118,positive,yes,Da_Cota89,0,@DesisaurusRexx I think I'm gonna keep my ticket _Ù÷ _ÙÔÛ _Ù_÷ #Coachella2015,,1/6/15 14:38,5.52595e+17,,Eastern Time (US & Canada)
1119,positive,yes,samcob,0,How do I Coachella and respect my wallet at the same time I gotta know ÛÏ@Forever21: The lineup is here #Coachella2015 http://t.co/YhqogEKjH6,,1/6/15 14:37,5.52595e+17,,Singapore
1120,positive,yes,sianibaby,0,Can we all take a moment to really appreciate the #Coachella2015 line up please? #FOMO #thattimeofyearagain,,1/6/15 14:37,5.52595e+17,Swansea,London
1121,positive,yes,101_alleinad,0,And the sadness starts _Ù÷__ÙÓÇ #Coachella2015 http://t.co/wHnmunQKIO,,1/6/15 14:37,5.52595e+17,Hogwarts,Eastern Time (US & Canada)
1122,positive,yes,Judahbflow,0,#Coachella2015 Im with it!!!!!!!!!!!!,,1/6/15 14:37,5.52595e+17,"Miami, FL",Eastern Time (US & Canada)
1123,positive,yes,KayleneHope,0,Would be awesome to go to #Coachella2015 _ÙªÎ,,1/6/15 14:37,5.52595e+17,"calgary, alberta",Mountain Time (US & Canada)
1124,positive,yes,Gus_F94,3,"RT @ColeWorld_99: Counting down the days boys, @STARR_POWER_ @Gus_F94 #Coachella2015 http://t.co/73raE9UziF",,1/6/15 14:37,5.52595e+17,,Pacific Time (US & Canada)
1125,positive,yes,Kevenblehm,0,Beyond stoked right now! #Coachella2015 http://t.co/TQpNZNFvdC,,1/6/15 14:37,5.52595e+17,,Mountain Time (US & Canada)
1126,positive,yes,MC_1three,2,RT @mynameisblanket: Haven't been to music festival before but if I were to go it would be this year #Coachella2015,,1/6/15 14:37,5.52595e+17,,Pacific Time (US & Canada)
1127,positive,yes,marinahatton,0,Having good music taste &amp; being broke is not fun after seeing this lineup... #Coachella2015,,1/6/15 14:36,5.52595e+17,,Central Time (US & Canada)
1128,positive,yes,emily_e_payne,0,am i too old to go to #Coachella2015 ?,,1/6/15 14:36,5.52595e+17,"san francisco, CA",Eastern Time (US & Canada)
1129,positive,yes,PEcom_iGuide,1,RT @vanessafranko: I am going to go ahead and call @TheRyanAdams as the sunset set on Outdoor at @coachella #Coachella2015,,1/6/15 14:35,5.52594e+17,Inland Southern California,Pacific Time (US & Canada)
1130,positive,yes,vanessafranko,1,I am going to go ahead and call @TheRyanAdams as the sunset set on Outdoor at @coachella #Coachella2015,,1/6/15 14:35,5.52594e+17,"Riverside, CA",Pacific Time (US & Canada)
1131,positive,yes,tumultuousboy,14,RT @LanceMartell: XO Til We Overbroke #Coachella2015,,1/6/15 14:35,5.52594e+17,House Of Balloons,Atlantic Time (Canada)
1132,positive,yes,mattcarieri,0,Hey every1 here's the full official #Coachella2015 line up looking forward to seeing @Msldemarco all 3 days! http://t.co/KcQMfaTNeI,,1/6/15 14:35,5.52594e+17,,
1133,positive,yes,Salma_hinojosa,0,Weeknd y Drake en #Coachella2015_Ù÷±_Ù÷__Ù÷_Ù÷_Ù÷_Ù÷_Ù÷,,1/6/15 14:34,5.52594e+17,,Guadalajara
1134,positive,yes,erodd_,0,ÛÏ@AniCaribbean: That #Coachella2015 lineup tho http://t.co/nyj8v0p1PNÛac/dc Ï_,,1/6/15 14:34,5.52594e+17,,
1135,positive,yes,Bieberita13,0,I wish someone would buy me tickets to #Coachella2015.,,1/6/15 14:34,5.52594e+17,Califuckinfornia,Istanbul
1136,positive,yes,MarsdenJessica,0,Sooooo excited for #Coachella2015 @AbbyJoRudling http://t.co/QzTjlR97uO,,1/6/15 14:33,5.52594e+17,"London, UK",London
1137,positive,yes,mdsnreilly,0,This is legendary #Coachella2015 http://t.co/IpEYxiiQkj,,1/6/15 14:32,5.52594e+17,,
1138,positive,yes,ThePeachReview,0,This @coachella lineup is awesome! Plus @Drake on Sunday _Ù÷__Ù÷µ http://t.co/2X8TM7Y5Hm #coachellalineup #Coachella2015 #coachella #musicfestival,,1/6/15 14:32,5.52594e+17,"Atlanta, GA",
1139,positive,yes,leticiabowles,2,RT @KatieCarlton7: Someone take me plz _Ù÷_Ù÷© #Coachella2015 http://t.co/eyGvJJTmXr,,1/6/15 14:31,5.52593e+17,,Atlantic Time (Canada)
1140,positive,yes,cheryl_tweeedy,0,In other News... I'm going to #Coachella2015,,1/6/15 14:31,5.52593e+17,"Dallas, Texas",Central Time (US & Canada)
1141,positive,yes,JackieJohnsonLA,1,#JackWhite &amp; @Hozier playing @coachella same day?! Not sure if I can handle that much awesomeness in one day. So excited. #Coachella2015,,1/6/15 14:30,5.52593e+17,CBS - Los Angeles,Pacific Time (US & Canada)
1142,positive,yes,chanelharry_,0,#Coachella2015 IS GOING TO BE LIT,,1/6/15 14:30,5.52593e+17,angelica is da real mvp,Eastern Time (US & Canada)
1143,positive,yes,reedmovies,0,whoaÛ_. http://t.co/9cR4EZfeR0 #Coachella2015 #wishlist #2broke #coachellalineup,,1/6/15 14:29,5.52593e+17,"Provo, UT",Mountain Time (US & Canada)
1144,positive,yes,TheExFro,0,TOO HYPE FOR #Coachella2015 _ÙÓ´_ÙÓ´_ÙÓ´ÛÏ@MigosATL: http://t.co/GY7EdxelTeÛ,,1/6/15 14:29,5.52593e+17,,Eastern Time (US & Canada)
1145,positive,yes,SerranoJenn,0,I can't breath _Ù÷_ #Coachella2015,,1/6/15 14:29,5.52593e+17,,
1146,positive,yes,IAMGoldCoast,1,So I am excited to see J.E.S.&amp;S. at #coachella2015 though,,1/6/15 14:29,5.52593e+17,"Long Beach, CA",Pacific Time (US & Canada)
1147,positive,yes,frandan0,0,#Coachella2015 ready _Ù_ä_Ù_ä http://t.co/Ea2brmeMjY,,1/6/15 14:28,5.52593e+17,,Mountain Time (US & Canada)
1148,positive,yes,Jesssssukah,0,I was trying to log onto my bank acct &amp; I started typing drake _Ù÷â_Ù÷âI need to calm down @coachella got me like _Ù÷__ÙÕÄ #Coachella2015,,1/6/15 14:28,5.52592e+17,,Pacific Time (US & Canada)
1149,positive,yes,IndieHighwalker,0,"The lineup is out, time to start my research. #Coachella2015",,1/6/15 14:27,5.52592e+17,"Austin, TX",Central Time (US & Canada)
1150,positive,yes,alinabbmota,0,major grodiness is going down in Indio when The Weeknd plays at #Coachella2015 #doubleentendre,,1/6/15 14:27,5.52592e+17,Los Angeles | Boston,
1151,positive,yes,shannaghm,0,"I really wanted to go to @coachella but then I remembered I lived in the UK and I am poor _Ù÷´

#Coachella2015",,1/6/15 14:27,5.52592e+17,,
1152,positive,yes,michellevanilla,0,Omg I'm so effin excited to see Belle &amp; Sebastian!!! @bellesglasgow #Coachella2015,,1/6/15 14:27,5.52592e+17,"Palm Springs, CA",Pacific Time (US & Canada)
1153,positive,yes,CarlyBishop16,0,Wanna go to Coachella soo bad #Coachella2015,,1/6/15 14:26,5.52592e+17,,Eastern Time (US & Canada)
1154,positive,yes,breanagomez,1,RT @yahbishcourts_: Finally it's up!!! Can't wait!!! _Ù÷_Ù÷_Ù÷ #Coachella2015 http://t.co/kpK5Eingzw,,1/6/15 14:25,5.52592e+17,,Pacific Time (US & Canada)
1155,positive,yes,AnthonyBax27,0,AC/DC headlining coachella!! Awesome! #ACDC #Coachella2015,,1/6/15 14:25,5.52592e+17,,
1156,positive,yes,shawnINdawn,0,"Gotta check out the #Coachella2015 line up, hope to find some new stuff!!",,1/6/15 14:25,5.52592e+17,New York City ,Eastern Time (US & Canada)
1157,positive,yes,TillAllAre1,0,@Ofiki10 I know only a couple of performers on #Coachella2015 but AC/DC what matters. Can care less about everyone else,,1/6/15 14:25,5.52592e+17,,
1158,positive,yes,faithyc_,4,"RT @CharlotteAbotsi: #Coachella lineup looking LIT. I'm so excited, I'm in there. #Coachella2015 http://t.co/PArAC0XSpx",,1/6/15 14:24,5.52592e+17,614/513,
1159,positive,yes,kjptweets,0,#Coachella #Coachella2015 @kjptweets: http://t.co/j1bkZdiRaJ 2015 coachella lineup!,,1/6/15 14:24,5.52592e+17,,
1160,positive,yes,ifeelWATERS,0,Congrats on Coachella 2015!! See you there! @thebadsuns #Coachella2015,,1/6/15 14:23,5.52591e+17,,
1161,positive,yes,CTW21,0,Can't wait to be back at my favorite place on Earth! #Coachella2015 http://t.co/b3noFuNON8,"[40.25343586, -83.75056423]",1/6/15 14:23,5.52591e+17,West Liberty,Quito
1162,positive,yes,patelankit,0,Who's down for #Coachella2015 ?,,1/6/15 14:23,5.52591e+17,Washington D.C.,Quito
1163,positive,yes,kimiyaaaa,0,Brand new &amp; Florence in the same day..... #Coachella2015 I _ÙÕÏ you,,1/6/15 14:23,5.52591e+17,"Los Angeles, CA",Pacific Time (US & Canada)
1164,positive,yes,LG_Reincarnated,0,"AC/DC, Tyler The Creator, Drake, And Jack White all headlining this year's #Coachella2015 . Really debating on going.",,1/6/15 14:22,5.52591e+17,Outer Space,Central Time (US & Canada)
1165,positive,yes,KlainerLover,0,#Coachella2015 is going to be awesome! ÏÎ_Ù_¦,,1/6/15 14:21,5.52591e+17,Costa Ricaª´ª´,Mountain Time (US & Canada)
1166,positive,yes,Whatever_Mason,1,omg i wanna go so bad #Coachella2015 http://t.co/pPbQaictJT,,1/6/15 14:21,5.52591e+17,17 | wisconsin for now,Central Time (US & Canada)
1167,positive,yes,derrickvargo,0,"#Coachella2015 lineup starts with #ACDC ! ! !
#WishIWereInCalifornia",,1/6/15 14:20,5.52591e+17,District 13,Central Time (US & Canada)
1168,positive,yes,thebeatatx,1,#Coachella2015 full lineup is OUT &amp; it's HOT! #ohgirl | 102.3 THE BEAT http://t.co/zqA7pf1xTv,,1/6/15 14:20,5.5259e+17,"Austin, Texas",Eastern Time (US & Canada)
1169,positive,yes,PatNasty24,0,But yea im excited for #Coachella2015 man.,,1/6/15 14:19,5.5259e+17,704 - 843 - 757,Eastern Time (US & Canada)
1170,positive,yes,JesseSchurmann,0,I'd kill a man to go to coachella this year. #Coachella2015,,1/6/15 14:19,5.5259e+17,,
1171,positive,yes,shelby_mcalpine,0,"war on drugs, the cribs, tame impala, ac/dc, Interpol, alt j, Alabama shakes, the Orwells, Belle &amp; Sebastian YASSS COACHELLA #Coachella2015",,1/6/15 14:19,5.5259e+17,"San Diego, California",Quito
1172,positive,yes,jake_winter,1,"RT @klarize: Not gonna lie, the name that piqued my interest was Steely Dan. #Coachella2015",,1/6/15 14:18,5.5259e+17,Calif.,Pacific Time (US & Canada)
1173,positive,yes,matildenetto,0,I want to goooo to coachella so bad! #Coachella2015  http://t.co/kQwXTisx7s can I go? _Ù÷__Ù÷__Ù÷_,,1/6/15 14:18,5.5259e+17,LaLaLand ,Casablanca
1174,positive,yes,bethwick11,0,Sooo ACDC is headlining #Coachella2015 _Ù÷±I wonder if that would fall under an excused absence from PA school #rockorbust,,1/6/15 14:18,5.5259e+17,,Central Time (US & Canada)
1175,positive,yes,martinpeterse42,0,@SashaDRobinson He @OVOJosh was probably the same genius that booked @SteelyDanSays to open 4 @acdc  during #Coachella2015,,1/6/15 14:16,5.5259e+17,,
1176,positive,yes,RevivingDaria,0,*chelsea peretti surfer voice* ok but like...how can we create a lineup that will attract more frat boiz this year? #Coachella2015,,1/6/15 14:16,5.5259e+17,Reno,Alaska
1177,positive,yes,evelinaweary,0,@Drake is closing @coachella!!! Maybe I shouldn't sell my ticket _Ù÷ #Coachella2015 #coachellalineup,"[33.99078138, -118.47690417]",1/6/15 14:16,5.5259e+17,Los Angeles,Pacific Time (US & Canada)
1178,positive,yes,cortneyrar,0,Officially starting to plan my very first trip to California in April to see @Sarah_Weathers! #Coachella2015 I'm comin for ya! #California,,1/6/15 14:16,5.5259e+17,"Grand Haven, MI",
1179,positive,yes,kellyy__05,0,Okay im a little liar the lineup is growing on me now. #Coachella2015,,1/6/15 14:16,5.5259e+17,,Arizona
1180,positive,yes,BeauHayhoe,0,"Well that's a curveball!'@freep: AC/DC, Jack White, Drake to headline #Coachella http://t.co/FYegqTcgIb @Drake @coachella #Coachella2015Û",,1/6/15 14:16,5.52589e+17,"Brooklyn, NY",Central Time (US & Canada)
1181,positive,yes,WillRunzel,2,RT @fixation_photo: Congrats to my @bixelboys for making this huge lineup. You guys are such an inspiration_Ùª_ü #FREELIFE #Coachella2015 httÛ_,,1/6/15 14:16,5.52589e+17,LA via Chicago,Central Time (US & Canada)
1182,positive,yes,karelys_eileen,0,"#Coachella2015 and reaches, and arrives!!! que emocionante....",,1/6/15 14:15,5.52589e+17,Latinoamerica,Eastern Time (US & Canada)
1183,positive,yes,iblogalott,0,#Coachella2015 #weekendone #Coachella #excited brandnewrock champagnepapi @marinasdiamonds http://t.co/GnHyuUUKi3,,1/6/15 14:15,5.52589e+17,"Riverside, ca",Hawaii
1184,positive,yes,beautifulbeeee,1,RT @trancepantss: If anyone is selling their weekend one ticket for under $400 let me know please. thank you. #Coachella2015,,1/6/15 14:14,5.52589e+17,where the wild things are,Pacific Time (US & Canada)
1185,positive,yes,GuyFieriaAF,2,Whose excited for coachella?? :)))) _ÙªÎ#Coachella2015 http://t.co/yVbz7DBz4C,,1/6/15 14:13,5.52589e+17,,
1186,positive,yes,max_mannix,0,"Every day it grows a little harder to not whip out ""I told you so""s RE: Drake bein the bes. People are coming round.
#haters
#Coachella2015",,1/6/15 14:13,5.52589e+17,,
1187,positive,yes,AndUAreO_o,0,Hope i am able to make it to #Coachella2015,,1/6/15 14:12,5.52589e+17,D.M.V,Central Time (US & Canada)
1188,positive,yes,CeliYvonne,0,Someone go with me!! #Coachella2015 http://t.co/BBBGfzR3cx,,1/6/15 14:12,5.52589e+17,,
1189,positive,yes,Ofiki10,0,"I don't care much for the other nights, I just wanna see AC/DC #Coachella2015 #Coachella",,1/6/15 14:12,5.52588e+17,"It's Morphin Time, Nevada",Pacific Time (US & Canada)
1190,positive,yes,Jason_Fray,0,The #Coachella2015 lineup is insane. @theweeknd AND @alt_J on day 2?! Guess you'll all know where I'll be on April 11th...,,1/6/15 14:11,5.52588e+17,Los Angeles,Pacific Time (US & Canada)
1191,positive,yes,Rgoestotheshows,0,Just found out that @badreligion will play at @coachella Now I definitively have to go! #Coachella #coachellalineup #Coachella2015,,1/6/15 14:10,5.52588e+17,NYC,Eastern Time (US & Canada)
1192,positive,yes,curioustree82,0,@coachella interesting line up! I can't wait to make some memories and forget my troubles in the desert! #Coachella2015 #dreamingofthedesert,,1/6/15 14:10,5.52588e+17,Cali!,Pacific Time (US & Canada)
1193,positive,yes,SpotZoneApp,2,RT @PROJECTCLUBLA: So our day just got better w/ the @coachella lineup announcement _ÙÔ_ÙÔ Who do you want to see? #Coachella2015 #Coachella htÛ_,,1/6/15 14:10,5.52588e+17,Los Angeles,Pacific Time (US & Canada)
